product_names,product_prices,category
Thomson 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Dolby Vision & Atmos,"₹39,999",tv
"Dyanora 60 cm (24 inch) HD Ready LED Smart Linux based TV with Noise Reduction, Powerful Audio Box Spe...","₹6,499
",tv
realme 80 cm (32 inch) HD Ready LED Smart Android TV,"₹11,999",tv
BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android TV,"₹7,299
",tv
"Dyanora 60 cm (24 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","₹5,599
",tv
MarQ By Flipkart 60 cm (24 inch) HD Ready LED TV,"₹5,699
",tv
SAMSUNG Crystal 4K iSmart Series 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV 2023 Edition,"₹63,990",tv
Vu GloLED 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with DJ Subwoofer 104W,"₹34,990",tv
SAMSUNG Crystal 4K iSmart Series 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV 2023 Edition,"₹41,990",tv
"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2023 Edition with a5 AI Processor Gen5, Refresh Rate: 6...","₹14,490",tv
Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV 2023 Edition with 20 W Sound Output,"₹6,299
",tv
SENS 80 cm (32 inch) HD Ready LED Smart Google TV 2022 Edition,"₹8,999
",tv
Mi 5A 80 cm (32 inch) HD Ready LED Smart Android TV 2022 Edition with HD Ready | Dolby Audio | DTS : X...,"₹12,999",tv
BeethoSOL 80 cm (32 inch) HD Ready LED TV,"₹6,749
",tv
Coocaa 80 cm (32 inch) HD Ready LED Smart Coolita TV with Dolby Audio and Eye Care Technology,"₹7,999
",tv
Thomson R9 60 cm (24 inch) HD Ready LED TV,"₹5,999
",tv
Vu Premium TV 108 cm (43 inch) Full HD LED Smart Android TV 2022 Edition,"₹20,990",tv
"TCL 43P635 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with ""Dolby Audio & HDR10""","₹22,990",tv
Thomson FA Series 80 cm (32 inch) HD Ready LED Smart Android TV 2023 Edition with Dolby Digital Plus &...,"₹9,499
",tv
Thomson 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Vision & Dolby Atmos,"₹44,999",tv
Coocaa Frameless 80 cm (32 inch) HD Ready LED Smart Google TV 2022 Edition with HDR 10 Dolby Audio and...,"₹9,999
",tv
Blaupunkt 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos & Far-Field Mic,"₹34,999",tv
Sansui 80 cm (32 inch) HD Ready LED Smart Android TV,"₹10,999",tv
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision IQ | HDR...,"₹44,999",tv
Mi X Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision IQ | HDR...,"₹44,999",tv
"Compaq 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV 2022 Edition with 2 GB RAM, Dolby Audio, Be...","₹24,990",tv
SONY X75L 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition,"₹64,390",tv
TCL 79.97 cm (32 inch) HD Ready LED Smart Android TV 2022 Edition with Google Assistant,"₹10,990",tv
SONY Bravia 80 cm (32 inch) HD Ready LED Smart Google TV 2022 Edition,"₹24,990",tv
Vu GloLED 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with DJ Subwoofer 104W,"₹39,990",tv
TCL 80.04 cm (32 inch) Full HD LED Smart Google TV 2022 Edition with Google Assistant,"₹12,990",tv
Thomson Alpha 100 cm (40 inch) Full HD LED Smart Linux TV 2023 Edition with 30 W Sound Output & Bezel-...,"₹13,999",tv
LG UQ8020 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition with ThinQ AI & Magic Remote ...,"₹46,990",tv
Vu cinema TV 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"₹28,490",tv
Blaupunkt CyberSound G2 Series 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Do...,"₹23,499",tv
Coocaa Frameless 108 cm (43 inch) Full HD LED Smart Google TV 2022 Edition with HDR 10 Dolby Audio and...,"₹16,999",tv
MOTOROLA EnvisionX 140 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision and Dolby Atm...,"₹30,499",tv
Sansui 102 cm (40 inch) Full HD LED Smart Android TV with Android 11 & Dolby Audio (Midnight Black),"₹17,999",tv
Thomson Phoenix 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & Atmos,"₹19,999",tv
SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV 2023 Edition,"₹24,990",tv
Thomson 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos,"₹33,999",tv
KODAK 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with HDR10+ and Dolby Atmos,"₹25,999",tv
Mi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...,"₹25,499",tv
Mi A series 100 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...,"₹20,499",tv
Thomson 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Atmos,"₹29,999",tv
Thomson 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Dolby Vision & Atmos,"₹22,999",tv
realme NEO 80 cm (32 inch) HD Ready LED Smart Linux TV,"₹11,999",tv
Mi A series 108 cm (43 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...,"₹22,499",tv
SAMSUNG The Frame 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹1,29,9",tv
Acer Advanced I Series 108 cm (43 inch) Full HD LED Smart Google TV 2023 Edition,"₹17,999",tv
SAMSUNG 109 cm (43 inch) Full HD LED Smart Tizen TV,"₹26,990",tv
SONY 125.7 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition,"₹52,990",tv
Foxsky 109 cm (43 inch) Full HD LED Smart Android TV,"₹13,999",tv
SENS 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition,"₹21,999",tv
Coocaa 109 cm (43 inch) Full HD LED Smart Coolita TV 2023 Edition with Dolby Audio and Eye Care Techno...,"₹14,999",tv
Sansui 140 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio and DTS (Mystique Black),"₹32,490",tv
SAMSUNG The Frame 2021 Series 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV,"₹50,990",tv
KODAK 7X Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹16,999",tv
iFFALCON by TCL S53 101 cm (40 inch) Full HD LED Smart Android TV with Bezel-Less design & 24W Speaker,"₹14,999",tv
SAMSUNG The Frame 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹68,990",tv
BeethoSOL 80 cm (32 inch) HD Ready LED Smart Android Based TV,"₹6,999
",tv
Acer Advanced I Series 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Dolby Visi...,"₹25,999",tv
MarQ by Flipkart Innoview 80 cm (32 inch) HD Ready LED Smart Android TV,"₹7,999
",tv
LG All-in-One 108 cm (43 inch) Full HD LED Smart WebOS TV,"₹29,990",tv
TCL 80.04 cm (32 inch) Full HD LED Smart Android TV 2023 Edition with Google Assistant |,"₹11,490",tv
"Compaq 109 cm (43 inch) Full HD LED Smart Coolita TV 2023 Edition with Dolby Audio,WCG+,Screen Casting...","₹14,990",tv
OnePlus Y1 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Audio,"₹21,999",tv
MarQ by Flipkart 80 cm (32 inch) HD Ready LED Smart Coolita TV,"₹6,999
",tv
Dyanora Sigma 80 cm (32 Inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...,"₹8,299
",tv
HUIDI 80 cm (32 inch) HD Ready LED TV with Bezel Less Display,"₹6,530
",tv
LG 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹27,999",tv
Hisense A6K 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Hands Free Voice Cont...,"₹29,990",tv
"Hisense Tornado 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with 25W Subwoofer, Do...","₹42,999",tv
Acer V Series 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV,"₹27,999",tv
Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV With Reality Flow | Local Dimming | Dolb...,"₹1,29,9",tv
Coocaa 81 cm (32 inch) HD Ready LED Smart Linux TV with YouTube,"₹11,999",tv
SENS 102 cm (40 inch) Full HD LED Smart Google TV 2023 Edition,"₹12,999",tv
MOTOROLA EnvisionX 102 cm (40 inch) Full HD LED Smart Google TV with Inbuilt Box Speakers,"₹17,499",tv
"TOSHIBA M550MP 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Full Array Local Dimming, Powe...","₹43,999",tv
iFFALCON by TCL 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos Vision & HDR10,"₹23,999",tv
NU 109 cm (43 inch) Full HD LED Smart WebOS TV,"₹18,990",tv
MOTOROLA EnvisionX 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers,"₹29,999",tv
Thomson 9R PRO 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹24,999",tv
Hyundai 80 cm (32 inch) HD Ready LED Smart WebOS TV 2022 Edition,"₹9,999
",tv
SAMSUNG The Frame 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,"₹56,990",tv
Acer Advanced I Series 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Dolby Visi...,"₹31,999",tv
"Mi 5X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 4K Dolby Vision | HDR10+ |,Dolby Atmos ...","₹29,999",tv
Hisense E7K 126 cm (50 inch) QLED Ultra HD (4K) Smart VIDAA TV With Dolby Vision and Atmos,"₹28,999",tv
TCL P615 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Dolby Audio,"₹25,950",tv
Nokia 127 cm (50 inch) Ultra HD 4K QLED Smart Android TV with Sound by JBL and Powered by Harman Audio...,"₹29,999",tv
Nokia 140 cm (55 inch) Ultra HD 4K QLED Smart Android TV with Sound by JBL and Powered by Harman Audio...,"₹54,999",tv
"TOSHIBA M550MP 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Full Array Local Dimming, Powe...","₹54,999",tv
"Compaq 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV 2023 Edition with 2GB RAM,Dolby Audio,Bezel...","₹22,990",tv
Hisense E7K 108 cm (43 inch) QLED Ultra HD (4K) Smart VIDAA TV With Dolby Vision and Atmos,"₹22,999",tv
Coocaa 108 cm (43 inch) Full HD LED Smart Android TV with HDR 10 Dolby Audio and Eye Care Technology,"₹16,999",tv
"Acer I Series 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV 2022 Edition with Android 11, 30W Do...","₹24,999",tv
Vu 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"₹38,999",tv
KODAK CA PRO 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with HDR10+ and Dolby Atm...,"₹28,999",tv
Infinix 80 cm (32 inch) QLED HD Ready Smart WebOS TV Infinix W1 QLED 80 cm (32 inch) HD Ready Smart TV...,"₹9,499
",tv
LG Ultra HD 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,"₹47,244",tv
SONY 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition,"₹40,990",tv
Acer 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV 2023 Edition,Price: ,tv
Blaupunkt CyberSound G2 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Dolby Vis...,"₹26,999",tv
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹1,11,7",tv
MarQ by Flipkart 60 cm (24 inch) HD Ready LED TV,"₹5,699
",tv
"Infinix 109 cm (43 inch) QLED Ultra HD (4K) Smart WebOS TV 1.07 Billion Colors, HDR support. Cinematic...","₹19,999",tv
TCL P635 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with Dolby Audio & HDR10,"₹46,990",tv
Sansui 80 cm (32 inch) HD Ready LED Smart Google TV,"₹10,910",tv
CANDY 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with With Dolby Atmos & Dolby Vi...,"₹23,999",tv
Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with HDR 10 Dolby Aud...,"₹29,999",tv
OnePlus Y1S 101 cm (40 inch) Full HD LED Smart Android TV 2023 Edition with Android 11 and Bezel-Less ...,"₹21,999",tv
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,"₹84,990",tv
OnePlus Y1S 80 cm (32 inch) HD Ready LED Smart Android TV 2022 Edition with Android 11 and Bezel-Less ...,"₹19,890",tv
MOTOROLA EnvisionX 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers,"₹26,999",tv
iFFALCON by TCL 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos Vision & HDR10,"₹47,999",tv
Coocaa Frameless 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition with HDR 10 Dolby Aud...,"₹43,999",tv
TCL P635 Pro 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Google Assistant |,"₹79,990",tv
LG NANO73 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV 2022 Edition with Magic Remote Control,"₹73,990",tv
SKYTRON 140 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV with 30W Thunder Speaker Soundbar Web OS 2.0...,"₹25,807",tv
TCL 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with Google Assistant |,"₹24,990",tv
Primebook Wifi MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,"₹10,990",laptop
Primebook S Wifi MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,"₹10,990",laptop
HP 2023 Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop,"₹28,990",laptop
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹38,950",laptop
Lenovo Lenovo V15 Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Laptop,"₹19,990",laptop
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and...,"₹25,617",laptop
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹86,990",laptop
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹11,990",laptop
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹85,990",laptop
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and...,"₹22,990",laptop
Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,"₹10,990",laptop
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,"₹24,990",laptop
HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop,"₹41,990",laptop
HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light Lap...,"₹30,999",laptop
ASUS Vivobook 15 Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and L...,"₹38,990",laptop
HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Lap...,"₹35,990",laptop
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,"₹24,990",laptop
AXL Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Laptop,"₹16,131",laptop
HP 2023 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light Lapto...,"₹28,990",laptop
ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-E...,"₹32,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
Wings Nuvobook S1 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Windows ...,"₹24,990",laptop
HP (2023) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light...,"₹37,990",laptop
CHUWI Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"₹20,990",laptop
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and...,"₹23,990",laptop
HP Laptop Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light Lapt...,"₹35,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",laptop
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light Laptop,"₹38,890",laptop
Acer One Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Light Lapt...,"₹26,990",laptop
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",laptop
Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,"₹26,990",laptop
Acer Extensa (2023) Intel Core i3 12th Gen N305 - (8 GB/256 GB SSD/Windows 11 Home) EX215-33 Thin and ...,"₹26,990",laptop
Acer Aspire 3 Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A315-24P-R7HM Thin and Light...,"₹25,990",laptop
MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin an...,"₹28,990",laptop
realme Book (Slim) Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light...,"₹31,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS T...,"₹51,990",laptop
Infinix X2 Slim Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light...,"₹30,990",laptop
MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX65...,"₹55,990",laptop
Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,"₹26,990",laptop
DELL Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light ...,"₹35,590",laptop
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹87,990",laptop
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS...,"₹31,990",laptop
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) fq1089au Thin and Light Laptop,"₹33,999",laptop
MSI Katana 15 Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹94,990",laptop
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹68,990",laptop
Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and...,"₹23,990",laptop
HP Laptop Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light Lapt...,"₹35,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",laptop
HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light Laptop,"₹38,890",laptop
Acer One Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin and Light Lapt...,"₹26,990",laptop
Wings Nuvobook Pro Aluminium Alloy Metal Body Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Window...,"₹41,990",laptop
Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,"₹26,990",laptop
Acer Extensa (2023) Intel Core i3 12th Gen N305 - (8 GB/256 GB SSD/Windows 11 Home) EX215-33 Thin and ...,"₹26,990",laptop
Acer Aspire 3 Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A315-24P-R7HM Thin and Light...,"₹25,990",laptop
MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin an...,"₹28,990",laptop
realme Book (Slim) Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light...,"₹31,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
Wings Nuvobook V1 Aluminium Alloy Metal Body Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows ...,"₹29,990",laptop
ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS T...,"₹51,990",laptop
Infinix X2 Slim Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light...,"₹30,990",laptop
MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX65...,"₹55,990",laptop
Wings Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,"₹26,990",laptop
DELL Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light ...,"₹35,590",laptop
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,"₹87,990",laptop
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS...,"₹31,990",laptop
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) fq1089au Thin and Light Laptop,"₹33,999",laptop
MSI Katana 15 Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹94,990",laptop
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹68,990",laptop
Lenovo Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop,"₹47,990",laptop
HP (2023) Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 15s-fr4001TU Thin and Lig...,"₹51,665",laptop
HP (2023) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Light...,"₹49,990",laptop
Lenovo IdeaPad 1 Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Lapt...,"₹26,990",laptop
Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,"₹11,990",laptop
HP Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Lap...,"₹32,990",laptop
Lenovo Lenovo IdeaPad Slim1 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL...,"₹36,990",laptop
HP Victus Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹58,990",laptop
Acer One14 Backlit Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light ...,"₹34,990",laptop
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,"₹21,990",laptop
MSI Modern 14 Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin an...,"₹38,990",laptop
Infinix X2 Slim Series Core i5 11th Gen 1155G7 - (16 GB/1 TB SSD/Windows 11 Home) XL23 Thin and Light ...,"₹32,990",laptop
ASUS Vivobook Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Laptop,"₹35,990",laptop
Acer Extensa (2023) Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) EX215-33 Thin and ...,"₹31,990",laptop
DELL Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light ...,"₹36,869",laptop
Acer Aspire 3 Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Lapto...,"₹44,064",laptop
